text,label
Their monster chicken fried steak and eggs is my all time favorite.,1
WAAAAAAyyyyyyyyyy over rated is all I am saying.,0
This is simply the BEST bluetooth headset for sound quality!,1
Hopefully this bodes for them going out of business and someone who can cook can come in.,0
"Then our food came out, disappointment ensued.",0
"It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  ",0
Just don't know why they were so slow.,0
They made this case too small and is very difficult to install.,0
"Great price, too!",1
"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  ",0
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1
This is the number one best TH game in the series.  ,1
"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!",0
don't waste your money and time.,0
"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",0
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1
For the price this was a great deal.,1
I found the product to be easy to set up and use.,1
Krussel Always good.,1
"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",0
"I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.  ",1
I consider this theft.,0
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1
This is a stunning movie.  ,1
The speaker is of low quality so as making the ring tones sound very cheap.,0
What happened next was pretty....off putting.,0
"The fries were not hot, and neither was my burger.",0
Linda Cardellini is the only thing good in this film.  ,1
The directing is sloppy at best.  ,0
The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  ,1
"The point is the journey, a journey that touches every member of the family.  ",1
Everything about this film is simply incredible.  ,1
This is a beautiful phone.,1
Overpriced for what you are getting.,0
Really pleased with this product so far.,1
Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,0
The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip songs lock out after a few seconds.,0
"When it opens, the battery connection is broken and the device is turned off.",0
Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended,1
A good time!,1
Our server was super nice and checked on us many times.,1
The result is a film that just don't look right.  ,0
"It never condescends, all the characters have good genuine hearts and believable problems.  ",1
I did not have any problem with this item and would order it again if needed.,1
BT50 battery junk!.,0
This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it,0
His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  ,1
Great for using with your home stereo.,1
The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.,0
The plug did not work very well.,0
As a sushi lover avoid this place by all means.,0
As I said above....PRETTY USELESS!,0
Only had this a month but it's worked flawlessly so far.,1
She carries the movie well.  ,1
You never know if you pushed it hard enough or the right number of times for the function you want or not.,0
I can say that the desserts were yummy.,1
We are so glad we found this place.,1
I bought this phone as a replacement for my StarTac and have regretted it since.,0
Plan on ordering from them again and again.,1
"It was forced, like everything in this movie.  ",0
It dit not work most of the time with my Nokia 5320.,0
"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.",0
I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0
"The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  ",0
"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  ",0
"You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.  ",1
There was NOTHING believable about it at all.  ,0
I totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.  ,1
"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",1
"The wontons were thin, not thick and chewy, almost melt in your mouth.",1
":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  ",1
There was absolutely no warmth or charm to these scenes or characters.  ,0
My husband said she was very rude... did not even apologize for the bad food or anything.,0
Best I've found so far .... I've tried 2 other bluetooths and this one has the best quality (for both me and the listener) as well as ease of using.,1
Item Does Not Match Picture.,0
"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!",0
"The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  ",1
It Was So Cool.  ,1
Good product - incredible value.,1
It definitely was not as good as my S11.,1
Mishima is extremely uninteresting.  ,0
"As a European, the movie is a nice throwback to my time as a student in the 1980's and the experiences I had living abroad and interacting with other nationalities, although the circumstances were slightly different.  ",1
Love this headset!,1
A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1
"His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.  ",1
"The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.  ",1
"I gave it 5 stars then, and I'm giving it 5 stars now.",1
Server did a great job handling our large rowdy table.,1
If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset.,0
Do yourself a favor and stay away from this dish.,0
Trying to make a call on these is an exercise in frustration.,0
The service was a bit lacking.,0
Would recommend this item.,1
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1
this is the worst sushi i have ever eat besides Costco's.,0
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0
The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  ,1
Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,1
So anyone near you will hear part of your conversation.,0
Eclectic selection.,1
Lousy product.,0
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1
Absolutel junk.,0
Cooked to perfection and the service was impeccable.,1
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0
"The film's dialogue is natural, real to life.  ",1
"Horrible, horrible protector.",0
The restaurant is very clean and has a family restaurant feel to it.,1
Buttons are too small.,0
Its not user friendly.,0
The worst one of the series.  ,0
"I guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.  ",0
This is essentially a communications tool that does not communicate.,0
"The performances are real and gripping, the crocdodile is extremely well done, indeed if the Black Water website is to be believed that's because they used real crocs and the swamp location is fabulous.  ",1
Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ,1
camera color balance is AWFUL.,0
We definately enjoyed ourselves.,1
"This movie is so mind-bendingly awful, it couldn't have even been created.  ",0
I advise EVERYONE DO NOT BE FOOLED!,0
It is PERFECT for a sit-down family meal or get together with a few friends.,1
TOTAL WASTE OF TIME.,0
This place is horrible and way overpriced.,0
Buy a different phone - but not this.,0
The movie seemed a little slow at first.  ,0
I would give this television series a 10 plus if i could.  ,1
The story is also both funny and poignant at times.  ,1
The staff was very attentive.,1
The sound is clear and the people I talk to on it are amazed at the quality too.,1
"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",0
"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0
WORTHWHILE.,1
"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",1
The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  ,1
This is high adventure at its best.  ,1
Works great.,1
One of the worst shows of all time.  ,0
"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",0
"Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.  ",0
It was awesome.,1
How awful she is!  ,0
"In fact I'm going to round up to 4 stars, just because she was so awesome.",1
"No, I'm going to eat the potato that I found some strangers hair in it.",0
It was also the right balance of war and love.  ,1
"The real killer is the volume, and of course it breaking.",0
Horrible!  ,0
I was deeply impressed with the character he played.  ,1
I plugged it in only to find out not a darn thing worked.,0
What this film lacks is a convincing script.  ,0
"The ""explosion"" of the Gas tanks at the end was just as awful.  ",0
And it was boring.  ,0
"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",1
Due to this happening on every call I was forced to stop using this headset.,0
Just reading on the specs alone makes you say WOW.,1
Went for lunch - service was slow.,0
A Disappointment.,0
"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ",1
The selection was probably the worst I've seen in Vegas.....there was none.,0
I struggle to find anything bad to say about it.  ,1
"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).  ",1
"Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).  ",1
Their steaks are 100% recommended!,1
It's pretty easy.,1
Now the pizza itself was good the peanut sauce was very tasty.,1
Not nearly as good looking as the AMAZON picture makes it look.,0
I would highly recommend this product.,1
I could eat their bruschetta all day it is devine.,1
I don't have to be an accountant to know I'm getting screwed!,0
This is one of the best Italian thrillers of the early 70's.  ,1
the potatoes were great and so was the biscuit.,1
Terrible management.,0
The worst was the salmon sashimi.,0
It was just not a fun experience.,1
Made very sturdy.,1
"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",1
I was very disappointed in the movie.  ,0
Avoid this one if you can.,0
"For the price on Amazon, it is an excellent product, which I would highly recommend.",1
"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0
The sweet potato fries were very good and seasoned well.,1
I love this bluetooth!,1
"This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  ",1
I gave it a 10  ,1
I ended up sliding it on the edge of my pants or back pockets instead.,1
Everything was fresh and delicious!,1
Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.  ,0
"Plus, I seriously do not believe it is worth its steep price point.",0
There are the usual Hitchcock logic flaws.  ,0
"Victor McLaglen was even bad, and Brian DonLevy was almost unrecognizable.  ",0
Do not make the same mistake as me.,0
Always a pleasure dealing with him.,1
It's very attractive and appears to be of good quality.,1
"Also there are combos like a burger, fries, and beer for 23 which is a decent deal.",1
Works like a charm.. Works as advertised.,1
It is a really good show to watch.  ,1
The entire audience applauded at the conclusion of the film.  ,1
I wear glasses and it fits fine with them.,1
"The food was great as always, compliments to the chef.",1
"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1
Delicious and I will absolutely be back!,1
"All in all, a great disappointment.  ",0
I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.,0
"He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.",0
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0
Service is perfect and the family atmosphere is nice to see.,1
Thank you for wasting my money.,0
So just beware.,0
What a waste of money and time!.,0
I highly doubt that anyone could ever like this trash.  ,0
"I have only had it for a few weeks, but so far, so good.",1
This is the first phone I've had that has been so cheaply made.,0
It has everything I need and I couldn't ask for more.,1
Gets a signal when other Verizon phones won't.,1
"And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.  ",0
My sashimi was poor quality being soggy and tasteless.,0
I swung in to give them a try but was deeply disappointed.,0
"I went on Motorola's website and followed all directions, but could not get it to pair again.",0
"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0
i got this phone around the end of may and i'm completely unhappy with it.,0
The steak and the shrimp are in my opinion the best entrees at GC.,1
"And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  ",0
Those phones are working just fine now.,1
Worth every penny.,1
The cow tongue and cheek tacos are amazing.,1
"Predictable, but not a bad watch.  ",1
We enjoy their pizza and brunch.,1
Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.  ,1
Their rotating beers on tap is also a highlight of this place.,1
I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  ,0
The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0
"too bad cause I know it's family owned, I really wanted to like this place.",0
"Excellent product, I am very satisfied with the purchase.",1
"I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.  ",1
"The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.",1
Not a good bargain.,0
No one at the table thought the food was above average or worth the wait that we had for it.,0
Battery charge-life is quite long.,1
It has kept up very well.,1
Raw and sublimely moving.  ,1
I got food poisoning here at the buffet.,0
"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  ",1
It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  ,1
the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.  ,0
"But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as ""pretentious crap"".  ",0
Battery life still not long enough in Motorola Razor V3i.,0
The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  ,1
Filmiing was less expansive.  ,0
"I really do recommend this place, you can go wrong with this donut place!",1
You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short.,0
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0
"However, my recent experience at this particular location was not so good.",0
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1
If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.  ,0
AFter the first charge kept going dead after 12 minutes.,0
"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ",1
The kids are very cool too.  ,1
"As for the ""mains,"" also uninspired.",0
"Overall, this movie was cheap trash.  ",0
The ear buds only play music in one ear.,0
"Otherwise, don't even waste your time on this.  ",0
Wow very spicy but delicious.,1
It has all the features I want,1
"On a positive note, our server was very attentive and provided great service.",1
Not even good for camp value!  ,0
The waitresses are very friendly.,1
Avoid at ALL costs!  ,0
"Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.  ",0
This is a GREAT place to eat!,1
Perfect for the PS3.,1
I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,0
This frog phone charm is adorable and very eye catching.,1
It kept getting worse and worse so now I'm officially done.,0
The battery is working well as a replacement for the original that came with the phone over 2 years ago.,1
"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1
Great choice!,1
The phone loads super!,1
There aren't death scenes like in previous movies and the f/x are terrible.  ,0
"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",0
The last 3 times I had lunch here has been bad.,0
"Not to mention the combination of pears, almonds and bacon is a big winner!",1
"The sangria was about half of a glass wine full and was $12, ridiculous.",0
"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",1
"You can't relate with them, hell you barely can understand them.  ",0
its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedded sleek stylish leather case.,1
"At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  ",0
Great Pocket PC / phone combination.,1
"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  ",1
The Foreigner is not worth one second of your time.  ,0
Product is exactly as described.,1
My friend did not like his Bloody Mary.,0
Works good.,1
Talk about great customer service of course we will be back.,1
"But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.",0
"The characters are interesting, even if a bit predictable.  ",1
"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0
So absolutley fantastic.,1
dont buy it.,0
Essentially you can forget Microsoft's tech support.,0
"I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.",0
I am not impressed with this and i would not recommend this item to anyone.,0
"For a product that costs as much as this one does, I expect it to work far better and with greater ease than this thing does.",0
The bus boy on the other hand was so rude.,0
This is such a fun and funny movie.  ,1
"To those who find this movie intelligent or even masterful, I can only say - it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it's in our human nature to try and make sense of things) .  ",0
Tonight I had the Elk Filet special...and it sucked.,0
"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",0
"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",1
"But this movie is not funny, considering the ridiculousness of it.  ",0
"In fact, this stinker smells like a direct-to-video release.  ",0
Disappointing experience.,0
What on earth is Irons doing in this film?  ,0
"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  ",1
The good cinematography also makes her and Monica Bellucci look very beautiful.  ,1
"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  ",1
Why are these sad little vegetables so overcooked?,0
Reasonably priced also!,1
"The only thing really worth watching was the scenery and the house, because it is beautiful.  ",1
An excellent new restaurant by an experienced Frenchman.,1
Piece of Junk.,0
Good Quality.,1
It also took her forever to bring us the check when we asked for it.,0
Maybe if they weren't cold they would have been somewhat edible.,0
Will be back again!,1
I knew when I saw the film that more great things were to come from this gifted actor.  ,1
;) Recommend with confidence!  ,1
"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1
The poor batter to meat ratio made the chicken tenders very unsatisfying.,0
Don't waste your time here.,0
"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.  ",1
These were so good we ordered them twice.,1
Cant say enough good things about this place.,1
I love this place.,1
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0
Headset works great & was packaged nicely to avoid any damage.,1
"Yes, it's that bad.  ",0
"Nice, spicy and tender.",1
"Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more.",1
"Host staff were, for lack of a better word, BITCHES!",0
"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1
She's poised and amazing.  ,1
"It's a fresh, subtle, and rather sublime effect.  ",1
Great Hands Free Device.,1
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0
This particular model would not work with my Motorola Q smartphone.,0
How awesome is that.,1
Battery lasts only a few hours.,0
"Good service, very clean, and inexpensive, to boot!",1
This is one of the best bars with food in Vegas.,1
Good transmit audio.,1
An excellent performance from Ms.  ,1
"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  ",0
This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ,1
the staff is friendly and the joint is always clean.,1
You have to hold the phone at a particular angle for the other party to hear you clearly.,0
Just what I wanted.,1
The headset fulfills my requirements so I am happy with my purchase.,1
Great bluetooth!.,1
"As they say in Canada, This is the fun game, aye.  ",1
Spend your money elsewhere.,0
"With the originality and freshness of the first movie now spent, this remake had little else to offer.  ",0
"I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.  ",1
The football scenes at the end were perplexing.  ,0
-Drinks took close to 30 minutes to come out at one point.,0
Waited and waited and waited.,0
They also have the best cheese crisp in town.,1
Talk about USELESS customer service.,0
I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series.  ,1
Excellent Phone.,1
The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.,1
"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  ",1
Great phone!.,1
Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0
"But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.  ",1
This was such an awesome movie that i bought it off of Ebay.  ,1
"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.  ",1
I am very impressed with the job that Motorola did on the sturdiness of this phone.,1
This is not movie-making.  ,0
"I saw this film over Christmas, and what a great film it was!  ",1
All in all a beautiful directed film from Nicola's roeg wih a sublime cast.  ,1
Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing.  ,0
I found this product to be waaay too big.,0
The acting is beyond abysmal.  ,0
"Strike 2, who wants to be rushed.",0
I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1
"The meat was pretty dry, I had the sliced brisket and pulled pork.",0
"This is a simple little phone to use, but the breakage is unacceptible.",0
"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  ",1
"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.  ",1
The cutouts and buttons are placed perfectly.,1
Seller shipped quickly and much cheaper than the competitors.,1
"For those that haven't seen it, don't waste your time!  ",0
The script looks as if only a rough draft was written and shooting began before a finished script was completed.  ,0
"It features an outlandish array of memorable, psychotic but lovable nuts.  ",1
"The movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.  ",1
The update procedure is difficult and cumbersome.,0
"He also came back to check on us regularly, excellent service.",1
Ordered burger rare came in we'll done.,0
"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",1
It was a pale color instead of nice and char and has NO flavor.,0
This is a really fantastic Thai restaurant which is definitely worth a visit.,1
High-quality chicken on the chicken Caesar salad.,1
An extensive menu provides lots of options for breakfast.,1
Great movie!  ,1
"I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!  ",1
Sending it back.,0
"It didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.  ",0
You will leave the theater wanting to go out and dance under the stars.  ,1
Great time - family dinner on a Sunday night.,1
Enough can not be said of the remarkable animation in this film.  ,1
"However-the riingtones are not the best, and neither are the games.",0
This device is great in several situations:1.),1
One thing I hate is the mode set button at the side.,0
Good audio quality.,1
"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1
"The best part about ""Nurse Betty"" is it's unpredictability.  ",1
I've had better bagels from the grocery store.,0
My Sanyo has survived dozens of drops on blacktop without ill effect.,1
Definitely a bargain.,1
An absolute must visit!,1
But I don't like it.,0
Ironically I mostly find his films a total waste of time to watch.  ,0
So we went to Tigerlilly and had a fantastic afternoon!,1
The cast is good.  ,1
"Looks good in the picture, but this case was a huge disappointment!!",0
"Well packaged, arrived on time, and works as intended.",1
"Still, it was the SETS that got a big ""10"" on my ""oy-vey"" scale.  ",1
"It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.  ",0
)Setup couldn't have been simpler.,1
"The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing.  ",0
